"categories_to_scrape"
"https://www.noon.com/uae-en/electronics-and-mobiles/tablets-and-accessories/"
"https://www.noon.com/uae-en/electronics-and-mobiles/wearable-technology/"
"https://www.noon.com/uae-en/electronics-and-mobiles/computers-and-accessories/computers-new/laptops/"
"https://www.noon.com/uae-en/electronics-and-mobiles/video-games-10181/"
"https://www.noon.com/uae-en/electronics-and-mobiles/mobiles-and-accessories/mobiles-20905/"
"https://www.noon.com/uae-en/home-and-kitchen/home-appliances-31235/"
"https://www.noon.com/uae-en/home-and-kitchen/kitchen-and-dining/cookware/"
"https://www.noon.com/uae-en/home-and-kitchen/furniture-10180/"
"https://www.noon.com/uae-en/home-and-kitchen/storage-and-organisation/"
