"categories_to_scrape"
"https://www.noon.com/egypt-en/electronics-and-mobiles/"
"https://www.noon.com/egypt-en/toys-and-games/"
"https://www.noon.com/egypt-en/baby-products/"
"https://www.noon.com/egypt-en/home-and-kitchen/"
